ObjectId,ObjectType,X,Y
2,Road,45,32
2,Road,45,33
2,Road,44,34
2,Road,44,35
2,Road,43,36
2,Road,42,37
2,Road,41,38
2,Road,40,39
2,Road,40,40
2,Road,39,41
2,Road,38,42
2,Road,37,43
2,Road,36,44
2,Road,36,45
2,Road,35,46
2,Road,35,47
2,Road,34,48
2,Road,33,48
2,Road,32,49
2,Road,31,50
2,Road,31,51
2,Road,30,52
2,Road,29,53
2,Road,28,54
2,Road,27,55
2,Road,27,56
2,Road,27,57
2,Road,26,58
2,Road,26,59
2,Road,26,60
2,Road,26,61
2,Road,25,62
2,Road,25,63
2,Road,24,64
2,Road,24,65
2,Road,24,66
2,Road,24,67
2,Road,24,68
2,Road,24,69
2,Road,24,70
2,Road,24,71
2,Road,23,72
2,Road,23,73
2,Road,23,74
2,Road,23,75
2,Road,23,76
2,Road,23,77
2,Road,23,78
2,Road,23,79
2,Road,23,80
2,Road,23,81
2,Road,23,82
2,Road,23,83
2,Road,23,84
2,Road,23,85
2,Road,23,86
2,Road,23,87
2,Road,23,88
2,Road,23,89
2,Road,23,90
2,Road,23,91
2,Road,22,92
2,Road,22,93
2,Road,21,94
2,Road,21,95
2,Road,21,96
2,Road,21,97
2,Road,21,98
2,Road,21,99
3,Road,0,26
3,Road,1,26
3,Road,2,26
3,Road,3,26
3,Road,4,26
3,Road,5,26
3,Road,6,26
3,Road,7,26
3,Road,8,26
3,Road,9,26
3,Road,10,26
3,Road,11,26
3,Road,12,26
3,Road,13,26
3,Road,14,26
3,Road,15,25
3,Road,16,25
3,Road,17,25
3,Road,18,25
3,Road,19,25
3,Road,20,25
3,Road,21,25
3,Road,22,25
3,Road,23,25
3,Road,24,25
3,Road,25,25
3,Road,26,25
3,Road,27,25
3,Road,28,25
3,Road,29,25
3,Road,30,25
3,Road,31,25
3,Road,32,25
3,Road,33,25
3,Road,34,25
3,Road,35,25
3,Road,36,25
3,Road,37,25
3,Road,38,25
3,Road,39,25
3,Road,40,25
3,Road,41,25
3,Road,42,25
3,Road,43,25
3,Road,44,25
3,Road,45,25
3,Road,46,25
3,Road,47,25
3,Road,48,25
3,Road,49,25
3,Road,50,25
3,Road,51,26
3,Road,52,26
3,Road,53,26
3,Road,54,26
3,Road,55,26
3,Road,56,26
3,Road,57,26
3,Road,58,27
3,Road,59,27
3,Road,60,27
3,Road,61,27
3,Road,62,27
3,Road,63,27
3,Road,64,28
3,Road,65,28
3,Road,66,28
3,Road,67,28
3,Road,68,28
3,Road,69,28
3,Road,70,28
3,Road,71,28
3,Road,72,28
3,Road,73,28
3,Road,74,28
3,Road,75,28
3,Road,76,28
3,Road,77,28
3,Road,78,28
3,Road,79,28
3,Road,80,28
3,Road,81,28
3,Road,82,28
3,Road,83,28
3,Road,84,28
3,Road,85,28
3,Road,86,28
3,Road,87,28
3,Road,88,28
3,Road,89,28
3,Road,90,28
3,Road,91,28
3,Road,92,28
3,Road,93,28
3,Road,94,28
3,Road,95,28
3,Road,96,28
3,Road,97,28
3,Road,98,28
3,Road,99,28
4,Road,0,86
4,Road,1,86
4,Road,2,86
4,Road,3,86
4,Road,4,86
4,Road,5,85
4,Road,6,85
4,Road,7,85
4,Road,8,85
4,Road,9,85
4,Road,10,85
4,Road,11,85
4,Road,12,85
4,Road,13,85
4,Road,14,85
4,Road,15,85
4,Road,16,85
4,Road,17,85
4,Road,18,85
4,Road,19,85
4,Road,20,85
4,Road,21,85
4,Road,22,84
4,Road,23,84
4,Road,24,84
4,Road,25,84
4,Road,26,84
4,Road,27,84
4,Road,28,84
4,Road,29,84
4,Road,30,84
4,Road,31,84
4,Road,32,84
4,Road,33,84
4,Road,34,84
4,Road,35,84
4,Road,36,84
4,Road,37,84
4,Road,38,84
4,Road,39,84
4,Road,40,84
4,Road,41,84
4,Road,42,84
4,Road,43,84
4,Road,44,84
4,Road,45,84
4,Road,46,84
4,Road,47,84
4,Road,48,84
4,Road,49,84
4,Road,50,84
4,Road,51,84
4,Road,52,84
4,Road,53,84
4,Road,54,84
4,Road,55,84
4,Road,56,83
4,Road,57,83
4,Road,58,82
4,Road,59,82
4,Road,60,81
4,Road,61,81
4,Road,61,80
4,Road,61,79
4,Road,62,78
4,Road,63,78
4,Road,63,77
4,Road,64,76
4,Road,64,75
4,Road,65,74
4,Road,65,73
4,Road,66,72
4,Road,66,71
4,Road,66,70
4,Road,66,69
4,Road,66,68
4,Road,66,67
4,Road,66,66
4,Road,66,65
4,Road,66,64
4,Road,66,63
4,Road,66,62
4,Road,66,61
4,Road,66,60
4,Road,66,59
4,Road,66,58
4,Road,66,57
4,Road,66,56
4,Road,66,55
4,Road,66,54
4,Road,65,53
4,Road,65,52
4,Road,65,51
4,Road,65,50
4,Road,65,49
4,Road,65,48
4,Road,65,47
4,Road,65,46
4,Road,65,45
4,Road,65,44
4,Road,65,43
4,Road,65,42
4,Road,65,41
4,Road,65,40
4,Road,65,39
4,Road,65,38
4,Road,65,37
4,Road,65,36
4,Road,65,35
4,Road,65,34
4,Road,65,33
4,Road,65,32
4,Road,65,31
4,Road,65,30
4,Road,65,29
4,Road,65,28
4,Road,65,27
4,Road,65,26
4,Road,65,25
4,Road,66,24
4,Road,67,23
4,Road,67,22
4,Road,68,22
4,Road,69,21
4,Road,70,21
4,Road,71,21
4,Road,72,21
4,Road,73,21
4,Road,74,20
4,Road,75,20
4,Road,76,19
4,Road,77,19
4,Road,78,19
4,Road,79,19
4,Road,80,19
4,Road,81,19
4,Road,82,19
4,Road,83,19
4,Road,84,18
4,Road,85,18
4,Road,86,18
4,Road,87,18
4,Road,88,18
4,Road,89,18
4,Road,90,18
4,Road,91,18
4,Road,92,18
4,Road,93,18
4,Road,94,18
4,Road,95,18
4,Road,96,18
4,Road,97,18
4,Road,98,18
4,Road,99,17
