ObjectId,ObjectType,X,Y
3,Road,58,42
3,Road,57,43
3,Road,56,44
3,Road,55,45
3,Road,55,46
3,Road,54,47
3,Road,53,47
3,Road,52,48
3,Road,51,49
3,Road,50,49
3,Road,49,50
3,Road,48,50
3,Road,48,51
3,Road,48,52
3,Road,47,53
3,Road,46,53
3,Road,46,54
3,Road,46,55
3,Road,45,56
3,Road,44,57
3,Road,43,58
3,Road,43,59
3,Road,43,60
3,Road,42,61
3,Road,41,62
3,Road,40,63
3,Road,39,64
3,Road,38,65
3,Road,37,65
3,Road,36,66
3,Road,36,67
3,Road,35,68
3,Road,35,69
3,Road,34,70
3,Road,33,71
3,Road,33,72
3,Road,32,73
3,Road,32,74
3,Road,31,75
3,Road,30,76
3,Road,30,77
3,Road,30,78
3,Road,30,79
3,Road,30,80
3,Road,29,81
3,Road,29,82
3,Road,28,83
3,Road,28,84
3,Road,27,85
3,Road,27,86
3,Road,27,87
3,Road,27,88
3,Road,27,89
3,Road,27,90
3,Road,26,91
3,Road,26,92
3,Road,25,93
3,Road,25,94
3,Road,25,95
3,Road,25,96
3,Road,24,97
3,Road,24,98
3,Road,24,99
4,Road,0,78
4,Road,1,78
4,Road,2,78
4,Road,3,78
4,Road,4,77
4,Road,5,77
4,Road,6,77
4,Road,6,76
4,Road,7,76
4,Road,8,75
4,Road,9,74
4,Road,10,73
4,Road,11,72
4,Road,12,72
4,Road,13,71
4,Road,14,71
4,Road,15,70
4,Road,16,69
4,Road,17,68
4,Road,18,67
4,Road,19,67
4,Road,20,66
4,Road,21,65
4,Road,22,64
4,Road,23,64
4,Road,24,63
4,Road,25,62
4,Road,26,61
4,Road,27,60
4,Road,28,59
4,Road,28,58
4,Road,29,57
4,Road,30,56
4,Road,31,55
4,Road,32,54
4,Road,33,53
4,Road,34,52
4,Road,34,51
4,Road,35,50
4,Road,36,49
4,Road,36,48
4,Road,37,47
4,Road,37,46
4,Road,38,45
4,Road,39,44
4,Road,39,43
4,Road,40,42
4,Road,40,41
4,Road,40,40
4,Road,41,39
4,Road,41,38
4,Road,41,37
4,Road,41,36
4,Road,42,35
4,Road,42,34
4,Road,42,33
4,Road,43,32
4,Road,43,31
4,Road,43,30
4,Road,43,29
4,Road,43,28
4,Road,43,27
4,Road,43,26
4,Road,43,25
4,Road,43,24
4,Road,43,23
4,Road,43,22
4,Road,43,21
4,Road,43,20
4,Road,43,19
4,Road,43,18
4,Road,43,17
4,Road,43,16
4,Road,43,15
4,Road,43,14
4,Road,43,13
4,Road,43,12
4,Road,43,11
4,Road,43,10
4,Road,43,9
4,Road,43,8
4,Road,43,7
4,Road,43,6
4,Road,43,5
4,Road,43,4
4,Road,43,3
4,Road,43,2
4,Road,43,1
4,Road,43,0
