ObjectId,ObjectType,X,Y
4,Road,24,10
4,Road,24,11
4,Road,24,12
4,Road,24,13
4,Road,24,14
4,Road,24,15
4,Road,24,16
4,Road,24,17
4,Road,24,18
4,Road,24,19
4,Road,24,20
4,Road,24,21
4,Road,24,22
4,Road,24,23
4,Road,24,24
4,Road,24,25
4,Road,24,26
4,Road,24,27
4,Road,24,28
4,Road,24,29
4,Road,24,30
4,Road,24,31
4,Road,24,32
4,Road,24,33
4,Road,24,34
4,Road,24,35
4,Road,24,36
4,Road,24,37
4,Road,24,38
4,Road,24,39
4,Road,24,40
4,Road,24,41
4,Road,24,42
4,Road,24,43
4,Road,24,44
4,Road,24,45
4,Road,24,46
4,Road,24,47
4,Road,24,48
4,Road,24,49
4,Road,24,50
4,Road,24,51
4,Road,24,52
4,Road,24,53
4,Road,24,54
4,Road,24,55
4,Road,24,56
4,Road,24,57
4,Road,24,58
4,Road,24,59
4,Road,24,60
4,Road,24,61
4,Road,24,62
4,Road,24,63
4,Road,24,64
4,Road,24,65
4,Road,24,66
4,Road,25,67
4,Road,25,68
4,Road,25,69
4,Road,25,70
4,Road,25,71
4,Road,25,72
4,Road,25,73
4,Road,25,74
4,Road,25,75
4,Road,25,76
4,Road,26,77
4,Road,26,78
4,Road,26,79
4,Road,26,80
4,Road,27,81
4,Road,27,82
4,Road,27,83
4,Road,27,84
4,Road,27,85
4,Road,27,86
4,Road,27,87
4,Road,27,88
4,Road,27,89
4,Road,27,90
4,Road,27,91
4,Road,27,92
4,Road,27,93
4,Road,27,94
4,Road,27,95
4,Road,27,96
4,Road,27,97
4,Road,27,98
4,Road,27,99
