ObjectId,ObjectType,X,Y
2,Road,20,43
2,Road,20,44
2,Road,20,45
2,Road,20,46
2,Road,20,47
2,Road,20,48
2,Road,20,49
2,Road,20,50
2,Road,20,51
2,Road,20,52
2,Road,20,53
2,Road,20,54
2,Road,20,55
2,Road,20,56
2,Road,20,57
2,Road,20,58
2,Road,20,59
2,Road,20,60
2,Road,20,61
2,Road,20,62
2,Road,20,63
2,Road,20,64
2,Road,20,65
2,Road,20,66
2,Road,20,67
2,Road,20,68
2,Road,20,69
2,Road,20,70
2,Road,20,71
2,Road,20,72
2,Road,20,73
2,Road,20,74
2,Road,20,75
2,Road,20,76
2,Road,20,77
2,Road,20,78
2,Road,20,79
2,Road,20,80
2,Road,20,81
2,Road,20,82
2,Road,20,83
2,Road,20,84
2,Road,20,85
2,Road,20,86
2,Road,20,87
2,Road,20,88
2,Road,20,89
2,Road,20,90
2,Road,20,91
2,Road,20,92
2,Road,20,93
2,Road,20,94
2,Road,20,95
2,Road,20,96
2,Road,20,97
2,Road,20,98
2,Road,20,99
3,Road,0,64
3,Road,1,64
3,Road,2,64
3,Road,3,64
3,Road,4,64
3,Road,5,63
3,Road,6,63
3,Road,7,63
3,Road,8,63
3,Road,9,63
3,Road,10,63
3,Road,11,63
3,Road,12,63
3,Road,13,63
3,Road,14,63
3,Road,15,63
3,Road,16,63
3,Road,17,63
3,Road,18,63
3,Road,19,63
3,Road,20,63
3,Road,21,63
3,Road,22,63
3,Road,23,63
3,Road,24,63
3,Road,25,63
3,Road,26,63
3,Road,27,63
3,Road,28,63
3,Road,29,63
3,Road,30,63
3,Road,31,63
3,Road,32,63
3,Road,33,63
3,Road,34,63
3,Road,35,63
3,Road,36,63
3,Road,37,63
3,Road,38,63
3,Road,39,63
3,Road,40,63
3,Road,41,63
3,Road,42,63
3,Road,43,63
3,Road,44,63
3,Road,45,63
3,Road,46,63
3,Road,47,63
3,Road,48,63
3,Road,49,63
3,Road,50,63
3,Road,51,63
3,Road,52,63
3,Road,53,63
3,Road,54,63
3,Road,55,63
3,Road,56,63
3,Road,57,63
3,Road,58,63
3,Road,59,63
3,Road,60,63
3,Road,61,63
3,Road,62,63
3,Road,63,63
3,Road,64,63
3,Road,65,63
3,Road,66,63
3,Road,67,63
3,Road,68,63
3,Road,69,63
3,Road,70,63
3,Road,71,63
3,Road,72,63
3,Road,73,63
3,Road,74,63
3,Road,75,63
3,Road,76,63
3,Road,77,63
3,Road,78,63
3,Road,79,63
3,Road,80,63
3,Road,81,63
3,Road,82,63
3,Road,83,63
3,Road,84,63
3,Road,85,63
3,Road,86,63
3,Road,87,63
3,Road,88,63
3,Road,89,63
3,Road,90,63
3,Road,91,63
3,Road,92,63
3,Road,93,63
3,Road,94,63
3,Road,95,63
3,Road,96,63
3,Road,97,63
3,Road,98,63
3,Road,99,63
4,Road,72,0
4,Road,72,1
4,Road,72,2
4,Road,72,3
4,Road,72,4
4,Road,72,5
4,Road,72,6
4,Road,72,7
4,Road,72,8
4,Road,72,9
4,Road,72,10
4,Road,72,11
4,Road,72,12
4,Road,72,13
4,Road,72,14
4,Road,72,15
4,Road,72,16
4,Road,72,17
4,Road,72,18
4,Road,72,19
4,Road,72,20
4,Road,72,21
4,Road,72,22
4,Road,72,23
4,Road,72,24
4,Road,72,25
4,Road,72,26
4,Road,72,27
4,Road,72,28
4,Road,72,29
4,Road,72,30
4,Road,72,31
4,Road,72,32
4,Road,72,33
4,Road,72,34
4,Road,72,35
4,Road,72,36
4,Road,72,37
4,Road,72,38
4,Road,72,39
4,Road,72,40
4,Road,72,41
4,Road,72,42
4,Road,72,43
4,Road,72,44
4,Road,71,44
4,Road,70,44
4,Road,69,45
4,Road,69,46
4,Road,68,46
4,Road,67,46
4,Road,67,47
4,Road,66,47
4,Road,65,47
4,Road,64,47
4,Road,63,47
4,Road,62,47
4,Road,61,47
4,Road,61,48
4,Road,61,49
4,Road,60,49
4,Road,59,49
4,Road,58,49
4,Road,57,49
4,Road,56,49
4,Road,55,49
4,Road,54,49
4,Road,53,49
4,Road,52,49
4,Road,51,49
4,Road,50,49
4,Road,49,50
4,Road,48,50
4,Road,47,50
4,Road,46,50
4,Road,45,50
4,Road,44,50
4,Road,43,50
4,Road,42,50
4,Road,41,50
4,Road,40,50
4,Road,40,51
4,Road,40,52
4,Road,39,52
4,Road,39,53
4,Road,39,54
4,Road,39,55
4,Road,39,56
4,Road,39,57
4,Road,39,58
4,Road,39,59
4,Road,39,60
4,Road,39,61
4,Road,39,62
4,Road,39,63
4,Road,39,64
4,Road,39,65
4,Road,39,66
4,Road,39,67
4,Road,39,68
4,Road,39,69
4,Road,39,70
4,Road,39,71
4,Road,39,72
4,Road,39,73
4,Road,39,74
4,Road,39,75
4,Road,39,76
4,Road,39,77
4,Road,39,78
4,Road,39,79
4,Road,39,80
4,Road,39,81
4,Road,39,82
4,Road,39,83
4,Road,39,84
4,Road,39,85
4,Road,39,86
4,Road,39,87
4,Road,39,88
4,Road,39,89
4,Road,39,90
4,Road,39,91
4,Road,39,92
4,Road,39,93
4,Road,39,94
4,Road,39,94
4,Road,39,94
4,Road,39,95
4,Road,39,96
4,Road,39,97
4,Road,39,98
4,Road,39,99
